year,province_en,province_cn,assessment_status,actual_total_rate,actual_nonhydro_rate,total_weight_binding,nonhydro_weight_binding,total_gap,nonhydro_gap,met_total,met_nonhydro,wind_curtailment_pct,solar_curtailment_pct,gdp,gdp_per_capita,population_year_end,primary_industry,secondary_industry,tertiary_industry,retail_sales,secondary_industry_share,tertiary_industry_share,hydro_capacity,thermal_capacity,wind_capacity,solar_capacity,wind_generation,solar_generation,wind_util_hours,solar_util_hours,total_electricity_consumption,interprovincial_export,cross_province_outflow_gwh_cross_province_outflow,electricity_generation_gwh_hydro,electricity_generation_gwh_solar,electricity_generation_gwh_thermal,electricity_generation_gwh_total,electricity_generation_gwh_wind,grid_investment_million_yuan_grid,installed_capacity_mw_hydro,installed_capacity_mw_solar,installed_capacity_mw_thermal,installed_capacity_mw_total,installed_capacity_mw_wind,line_loss_rate_pct_grid_company,new_generation_capacity_mw_solar,new_generation_capacity_mw_thermal,new_generation_capacity_mw_total,new_generation_capacity_mw_wind,total_electricity_consumption_gwh_total,transformer_capacity_35kv_plus_mva_35kv_plus_total,transmission_line_length_35kv_plus_km_35kv_plus,utilization_hours_hydro,utilization_hours_solar,utilization_hours_thermal,utilization_hours_total,utilization_hours_wind,wind_utilization_rate,solar_utilization_rate,nonhydro_weight_expected,nonhydro_weight_incentive,total_weight_expected,total_weight_incentive,actual_total_qty,total_exceed,total_target_status,nonhydro_target_status,assessed,electricity_consumption_macro,energy_industry_investment,fa_investment_growth,fiscal_expenditure,fiscal_revenue,highway_mileage,industrial_value_added,infra_investment_growth,manufacturing_investment_growth,power_investment_growth,railway_mileage,rd_expenditure,resident_population,total_import_export,urban_population,urbanization_rate,total_generation_macro,state_power_invest_macro,hydro_generation_macro,thermal_generation_macro,coal_consumption_macro,power_steam_hotwater_invest_macro,electricity_consumption_macro2,energy_industry_invest_macro,delta_target_pp,distributed_solar_capacity_mw,line_loss_amount_gwh,line_loss_rate_pct_yb,power_sales_gwh,power_supply_gwh,cross_province_export_gwh,cross_province_export_growth,transmission_line_35kv_plus_circuit_km,transmission_line_35kv_plus_pole_km,transformer_35kv_plus_total_mva,transformer_35kv_plus_self_mva,transformer_35kv_plus_station_mva,new_capacity_total_mw,new_capacity_hydro_mw,new_capacity_thermal_mw,new_capacity_wind_mw,new_capacity_solar_mw,power_invest_total_million_yuan,power_invest_hydro_million_yuan,power_invest_thermal_million_yuan,power_invest_planned_completion_million_yuan,power_invest_cumulative_million_yuan,coal_consumption_rate_g_kwh,util_hours_wind_6000kw,util_hours_hydro_6000kw,util_hours_thermal_6000kw,so2_emission_10k_tons,green_coverage_pct,forest_coverage_pct,above_scale_industrial_profit,above_scale_industrial_revenue,above_scale_industrial_enterprise_num,above_scale_industrial_assets,fixed_asset_investment,real_estate_investment,manufacturing_investment,highway_mileage_macro,railway_mileage_macro,post_telecom_business_volume,total_import_export_macro,export_total,import_total,resident_population_macro,urban_population_macro,population_density,fiscal_revenue_macro,fiscal_expenditure_macro,energy_intensity,total_generation_macro2,thermal_generation_macro2,hydro_generation_macro2,coal_consumption_macro2,nonhydro_weight_binding_2025,delta_total_target,delta_nonhydro_target,wind_capacity_mw,solar_capacity_mw,wind_cap_growth_pct,solar_cap_growth_pct,wind_generation_twh,solar_generation_twh,total_generation_twh,re_share_of_generation,wind_utilization_hours,solar_utilization_hours,total_consumption_twh,consumption_growth_pct,cross_provincial_export_mwkwh,export_ratio_pct,gdp_growth_pct,electricity_intensity,per_capita_consumption,energy_fixed_invest_100myuan,industrial_value_added_100myuan,coal_consumption_10kton,so2_emission_ton,wastewater_emission_10kton,total_trade_1000usd,fiscal_revenue_100myuan,fiscal_expenditure_100myuan,foreign_investment_100myuan,urban_population_10k,highway_km,natural_gas_consumption,power_sector_invest_100myuan,power_invest_growth_pct,pollution_control_invest,pollution_control_invest_10kyuan,v4_assessment_status,v4_met_total,v4_met_nonhydro,v4_total_gap,v4_nonhydro_gap,v4_total_weight_binding,v4_secondary_industry_share,yb_cross_region_outflow_gwh,yb_heat_supply_capacity_mw,yb_heat_supply_gj,yb_new_transmission_line_110kv_km,yb_power_project_construction_scale_mw,yb_power_project_new_started_mw,yb_power_project_under_construction_mw,yb_transformer_capacity_110kv_mva,green_power_pct_cement,green_power_pct_data_center,green_power_pct_electrolytic_aluminum,green_power_pct_polysilicon,green_power_pct_steel,sample_scope,rps_total_weight_binding,rps_total_weight_expected,rps_nonhydro_weight_binding,rps_nonhydro_weight_expected,solar_cf_mean,solar_cf_cv,wind_cf_mean,wind_cf_cv,delta_target_i,yb_power_project_construction_scale_cap10kw,yb_power_project_new_started_cap10kw,yb_power_project_under_construction_cap10kw
2021,Jiangxi,江西,binding,29.3,13.1,26.5,12.0,,,0.0,0.0,0.1,0.0,29827.8,66020.0,4517.0,2334.1,13230.7,14263.0,11431.0,0.4435694218145489,0.4781780754866266,677.0,2711.0,547.0,911.0,104.0,80.0,2012.0,1007.0,1863.0,84971.0,84971.0,135.55,80.31,1243.82,1563.0,103.59,1819920.0,677.0,911.0,2711.0,4847.0,547.0,,,261.0,451.0,,1863.0,1996.0,65179.0,1907.0,1007.0,5170.0,3849.0,2012.0,99.9,100.0,,13.2,,29.3,546.0,2.8,完成,完成,1.0,1863.0,,10.8,6778.87,2812.23,21.11,10862.9,2.5,17.1,-5.1,0.52,3978466.0,4517.0,76970000.0,2776.0,0.6145671906132388,1563.27,,,,,,1863.0,,3.5,,,,,1608.0,84971.0,23568.92,65179.0,,,,,,,,,,,,,,,146.85,,,,8.75,46.9,,3270.22,,15813.0,31923.43,10.8,2528.83,17.1,0.32,0.52,,17681910.0,9942590.0,20068410.0,4517.0,2776.0,3790.0,2812.23,6778.87,,1563.27,,,,0.224,4.5,3.0,547.0,575.0,7.25490196078431,17.39690721649485,103.59,80.31,1563.0,11.765834932821498,1893.784277879342,1396.695652173913,1863.0,14.505224339274747,84971.0,0.4560976918947933,15.69234349546196,62.45851185806529,412.44188620765993,,12790.8,,8.55,,105240000.0,3498.19,7591.05,1423.0,3631.0,23.74,2.32,,3.7,444.8,165279.0,assessed,1.0,1.0,2.8000000000000007,1.0999999999999996,26.5,0.4435694218145489,84971.0,,,2741.0,131.0,80.0,114.0,2053.0,,,,,,main,,,,,327.137912162962,1.3749807011058326,151.40163013082395,1.129503481589038,3.5,876.0,471.0,869.0
2022,Jiangxi,江西,binding,31.0,15.0,28.5,13.3,2.5,1.6999999999999993,1.0,1.0,0.1,0.0,31213.8,69019.0,4528.0,2466.5,13483.0,15264.4,11765.8,0.4319563782685863,0.489027289211823,686.0,3026.0,555.0,1202.0,127.71,102.67,2320.0,1051.0,1983.0,829623.0,829623.0,162.04,102.67,1332.63,1725.0,127.71,1240026.0,686.0,1202.0,3026.0,5470.0,555.0,,,386.0,730.0,,1983.0,2055.0,67166.0,2350.0,1051.0,4833.0,3731.0,2320.0,99.9,100.0,13.25,,32.39,,615.0,2.5,完成,完成,1.0,1983.0,,8.6,7289.07,2948.33,21.07,10974.3,22.4,6.5,7.2,0.51,4396905.0,4528.0,95160000.0,2811.0,0.620803886925795,1725.05,,,,,,1983.0,,3.5,,,,,1715.0,829623.0,876.35,67166.0,,,,,,,,,,,,,,,147.20000000000002,,,,7.6,46.6,,2527.07,,17614.0,35429.91,8.6,2209.27,6.5,0.32,0.51,,20519260.0,12130010.0,24930000.0,4528.0,2811.0,3647.0,2948.33,7289.07,,,,,,0.224,2.0,1.3000000000000007,555.0,724.0,1.4625228519195677,31.94291986827662,127.71,102.67,1725.0,13.35536231884058,2301.0810810810813,1418.0939226519338,1983.0,6.441223832528187,829623.0,4.183676248108926,4.6466718966869935,63.5295926801607,437.9416961130742,,12759.9,,12.85,,27460000.0,3453.99,5876.5,483.0,2226.0,14.55,,,22.0,207.2,43484.0,assessed,1.0,1.0,2.5,1.6999999999999993,28.5,0.4319563782685863,829623.0,1464.0,8897167.0,1814.0,22.0,16.0,22.0,935.0,,,,,,main,,,,,327.137912162962,1.3749807011058326,151.40163013082395,1.129503481589038,3.5,1262.0,274.0,1234.0
2023,Jiangxi,江西,binding,32.7,18.0,26.4,14.5,6.300000000000004,3.5,1.0,1.0,0.0,0.0999999999999943,32200.1,71216.0,4515.0,2450.4,13706.5,16043.2,12223.1,0.4256663799180748,0.4982344775326785,679.0,2994.0,573.0,1993.0,125.34,154.71,2237.0,1044.0,2026.0,352876.0,352876.0,,,,,,1228452.0,679.0,1993.0,2994.0,6239.0,573.0,,,13.0,823.0,,2026.0,2173.0,68315.0,2315.0,1044.0,4643.0,3526.0,2237.0,100.0,99.9,,,,,,6.3,完成,完成,1.0,2026.0,,-5.9,7492.88,3059.59,20.96,11180.7,19.1,-21.1,7.7,0.53,4840718.0,4515.0,81080000.0,2850.0,0.6312292358803987,1852.6,,159.94,1412.62,,,2026.0,,3.5,,,,,1819.0,352876.0,-57.47,68315.0,,,,,,,,,,,,,,,145.79999999999998,,,,6.4,46.9,61.2,,,,,-5.9,1604.88,-21.1,0.32,0.53,,19931230.0,12031010.0,25900000.0,4515.0,2850.0,3430.0,3059.59,7492.88,,1852.6,1412.62,159.94,,0.224,-2.1000000000000014,1.1999999999999993,573.0,986.0,3.2432432432432323,65.80698835274544,125.34,154.71,1853.0,15.113329735563951,2187.434554973822,1569.0669371196757,2026.0,2.168431669188098,352876.0,1.741737413622902,3.1598203358770727,62.919059257579946,448.7264673311185,,13258.7,,6.13,,57540000.0,3437.6,7175.08,,2575.0,18.78,328.48,,1.9,236.7,56083.0,assessed,1.0,1.0,6.300000000000004,3.5,26.4,0.4256663799180748,352876.0,1464.0,13452589.0,1793.0,106.0,86.0,104.0,885.0,,,,,,main,,,,,327.137912162962,1.3749807011058326,151.40163013082395,1.129503481589038,3.5,2147.0,575.0,1869.0
2024,Jiangxi,江西,binding,35.0,20.7,32.7,18.0,2.299999999999997,2.7,1.0,1.0,0.5,1.0,34202.5,75862.0,4502.0,2605.1,13688.5,17908.8,12821.7,0.4002192822162123,0.5236108471602953,680.0,3161.0,657.0,2564.0,138.65,220.31,2338.0,974.0,2180.0,238457.0,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.0,16.2,,27.4,,,2.3,完成,完成,1.0,2180.0,,4.8,7696.52,3066.56,,,,,,,,4502.0,66160000.0,,,1963.38,,188.82,1415.6,,,2180.0,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,1470.15,,,,,13987000.0,7417880.0,24610000.0,4502.0,,,3066.56,7696.52,,1963.38,1415.6,188.82,,0.224,6.300000000000004,3.5,657.0,1385.0,14.659685863874339,28.65027596588059,138.65,220.31,1963.0,18.286296484971984,2110.3500761035007,1590.6859205776173,2180.0,7.60118460019743,238457.0,1.0938394495412844,6.218614227906127,63.73803084569841,484.2292314526877,,,,,,1280660000.0,13533.27,17956.4,,,,126.69,,,,,assessed,1.0,1.0,2.299999999999997,2.7,32.7,0.4002192822162123,238457.0,1465.0,13146194.0,1282.0,100.0,21.0,44.0,820.0,,,32.7,,,main,,,,,327.137912162962,1.3749807011058326,151.40163013082395,1.129503481589038,3.5,1864.0,145.0,1534.0
2025,Jiangxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.900000000000006,80.0,33.800000000000004,33.900000000000006,33.900000000000006,out_of_sample_extension,33.900000000000006,33.900000000000006,22.4,22.4,327.137912162962,1.3749807011058326,151.40163013082395,1.129503481589038,3.5,,,
2026,Jiangxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,80.0,34.9,34.9,34.9,out_of_sample_extension,,34.9,,24.1,327.137912162962,1.3749807011058326,151.40163013082395,1.129503481589038,3.5,,,
2015,Jilin,,pre_rps,16.0,12.2,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.0,4597.2,37115.0,112.06,145252.0,14681315.0,1642.35,3422.97,301.0,1966.0,14.1,43.08,563.0,,201.3,278738.0,,,,,,,,,,,,,,,,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,,,
2016,Jilin,,pre_rps,20.7,13.7,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.29,7226.9,19671.0,25.02,166565.0,29947223.0,1833.99,4389.37,791.0,2185.0,17.25,411.91,433.96,,238.8,194913.0,,,,,,,,2045047.0,1302.0,195613159.0,992.0,164.0,83.0,164.0,324.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,,,
2017,Jilin,吉林,pre-rps,22.2,16.4,,,,,,,,,10922.0,42890.0,2526.0,1095.4,3995.5,5831.2,3992.3,0.3658212781541842,0.5338948910455961,380.0,1820.0,505.0,159.0,87.0,13.0,1721.0,1251.0,703.0,2192939.0,2192939.0,77.0,13.0,606.0,783.0,87.0,806185.0,380.0,159.0,1820.0,2864.0,505.0,7.49,115.0,,125.0,5.0,703.0,1376.0,35427.0,2021.0,1251.0,3406.0,2841.0,1721.0,,,,,,,156.0,,,,,702.98,683.29,0.2,3725.72,1210.91,10.39,3235.2,,,,0.5,749958.0,2526.0,18542971.0,1508.0,0.5969912905779889,800.33,134.0,67.09,642.85,9354.54,467.24,702.98,683.29,6.5,,45.0,7.49,556.0,601.0,2192939.0,7.23,35427.0,28475.0,1376.0,318.0,370.0,125.0,5.0,,5.0,115.0,310200.0,180169.0,91781.0,320180.0,1203490.0,151.85,1721.0,2021.0,3406.0,12.27,35.8,41.5,1028.03,20405.79,5971.0,19288.77,0.2,910.14,,0.22,0.5,557.75,10013001.0,1291685.0,14535178.0,2526.0,1508.0,2284.0,1210.91,3725.72,-5.0,800.33,642.85,67.09,9354.54,0.3,,,711.0,223.0,,,150.0,12.0,223.0,72.6457399103139,2109.7046413502107,538.1165919282511,2135.0,,3061134.0,14.337864168618268,,195.47701886101447,845.2098178939034,687.0,35344.0,17172.0,18.73,,1006678374.0,11320.35,15037.48,19311.0,8589.0,21.96,89.23,593.0,,391.1,420272.0,assessed,,,,,,0.3658212781541842,2192939.0,1301.0,199012838.0,880.0,100.0,2.0,100.0,180.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,,,
2018,Jilin,吉林,binding,24.9,17.0,20.0,15.0,,,0.0,0.0,6.9,1.2,11253.8,44925.0,2484.0,1160.7,4051.5,6041.6,4073.8,0.3600117293714123,0.536849775187048,385.0,1892.0,514.0,265.0,105.0,24.0,2057.0,1332.0,751.0,2800281.0,2800281.0,79.0,24.0,664.0,871.0,105.0,318308.0,385.0,265.0,1892.0,3055.0,514.0,7.39,129.0,51.0,189.0,9.0,751.0,1408.0,38615.0,2036.0,1332.0,3590.0,3004.0,2057.0,93.1,,,16.5,,22.0,186.53,4.9,完成,完成,1.0,750.57,,1.6,3789.59,1240.89,10.54,3287.2,-9.2,-3.8,0.4,0.5,575015.0,2484.0,20679164.0,1512.0,0.6086956521739131,838.24,,63.32,676.94,8553.18,,750.57,,6.5,34.5,48.0,7.39,601.0,648.0,2800281.0,27.7,38615.0,31249.0,1408.0,319.0,409.0,189.0,,51.0,9.0,129.0,452644.0,271774.0,78037.0,470554.0,1614777.0,146.3,2057.0,2036.0,3590.0,8.96,37.6,41.5,817.0,13637.5,5963.0,17968.0,1.6,1175.88,-3.8,0.22,0.5,,10373833.0,1430131.0,15954817.0,2484.0,1512.0,1831.0,1240.89,3789.59,,838.24,676.94,63.32,8553.18,0.3,,,761.0,302.0,1.7821782178217838,66.66666666666667,165.0,32.0,302.0,65.23178807947019,2168.1997371879106,1059.6026490066224,2302.0,6.827880512091045,3028327.0,13.155199826238054,3.037905145577735,204.5531287209654,926.731078904992,,21621.2,14180.0,8.69,,432360099.0,6598.21,8629.53,,4392.0,12.07,,,-24.5,305.1,353080.0,assessed,,,,,,0.3600117293714123,2800281.0,1395.0,206029785.0,3285.0,24.0,7.0,24.0,744.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,,,
2019,Jilin,吉林,binding,25.0,18.8,21.5,15.5,,,0.0,0.0,2.5,0.0,11726.8,47554.0,2448.0,1287.3,4134.8,6304.7,4201.6,0.3525940580550534,0.537631749496879,445.0,1845.0,557.0,274.0,115.0,40.0,2216.0,1504.0,780.0,3068250.0,3068250.0,67.0,40.0,705.0,926.0,115.0,289944.0,445.0,274.0,1845.0,3122.0,557.0,7.21,9.0,,111.0,41.0,780.0,1420.0,39685.0,1654.0,1504.0,3767.0,3065.0,2216.0,97.0,,,17.1,,23.7,196.0,3.5,完成,完成,1.0,780.0,,-16.2,3933.42,1116.95,10.67,3347.8,-2.8,-38.2,-41.4,0.5,684086.0,2448.0,18904123.0,1509.0,0.616421568627451,946.38,,66.76,725.24,8730.65,,780.0,,6.5,39.0,48.0,7.21,619.0,667.0,3068250.0,9.57,39685.0,32450.0,1420.0,314.0,420.0,111.0,60.0,,41.0,9.0,364284.0,236728.0,3225.0,361007.0,1546291.0,143.65,2216.0,1654.0,3767.0,9.84,39.2,,743.99,,3042.0,16801.22,-16.2,1315.52,-38.2,0.22,0.5,,8717404.0,1144996.0,13965216.0,2448.0,1509.0,1885.0,1116.95,3933.42,,946.38,725.24,66.76,8730.65,0.3,,,832.0,343.0,8.365758754863805,3.396226415094339,183.0,42.0,343.0,65.59766763848397,2199.519230769231,1224.4897959183672,2401.0,3.8615179760319585,3029323.0,12.61692211578509,4.203024756082385,204.74468738274723,980.8006535947712,,11310.4,28738.0,28.69,,58043282.0,3738.99,8309.04,1841.0,4377.0,19.7,5.84,,3.3,240.7,373871.0,assessed,,,,,,0.3525940580550534,3068250.0,1333.0,205931033.0,397.0,114.0,95.0,112.0,105.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,,,
2020,Jilin,吉林,binding,30.3,21.3,24.0,18.5,,,0.0,0.0,2.0,1.2,12256.0,50561.0,2399.0,1553.0,4319.9,6383.1,3805.7,0.3524722584856397,0.5208142950391645,510.0,1852.0,577.0,338.0,130.0,45.0,2309.0,1531.0,805.0,3539405.0,3539405.0,94.0,45.0,721.0,990.0,130.0,210664.0,510.0,338.0,1852.0,3278.0,577.0,7.2,59.0,4.0,170.0,39.0,805.0,1437.0,41451.0,1900.0,1531.0,3909.0,3137.0,2309.0,,,,20.4,,26.6,244.0,6.3,完成,完成,1.0,805.0,,8.3,4127.17,1085.02,10.78,3501.2,4.3,4.7,33.3,0.5,776448.0,2399.0,18526325.0,1503.0,0.6265110462692789,1018.83,,93.84,750.21,,,805.0,,6.5,42.5,50.0,7.2,641.0,691.0,3539405.0,15.36,41451.0,35166.0,1437.0,322.0,425.0,170.0,69.0,4.0,39.0,59.0,606321.0,201500.0,35724.0,590975.0,2521371.0,150.75,2309.0,1900.0,3909.0,6.84,40.4,,573.99,,3043.0,17292.03,8.3,1460.78,4.7,0.22,0.5,,9211958.0,1050965.0,14927052.0,2399.0,1503.0,1876.0,1085.02,4127.17,,1018.83,750.21,93.84,,0.3,,,577.0,285.0,3.590664272890476,23.357664233576635,129.56,45.22,1019.0,,,,805.0,3.205128205128216,3539405.0,,4.51274004843607,65.68211488250653,335.55648186744475,,158.6,,0.57,,310532.0,220.99,2210.92,50.0,131.0,11.82,0.0,,20.3,885.8,2094.0,assessed,1.0,1.0,6.300000000000001,2.8000000000000007,24.0,0.3524722584856397,3539405.0,1336.0,38893998.0,452.0,382.0,284.0,372.0,201.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,573.0,105.0,511.0
2021,Jilin,吉林,binding,29.9,21.0,28.0,21.0,,,0.0,0.0,2.9,1.1,13163.8,55148.0,2375.0,1553.8,4768.3,6841.7,4183.9,0.3622282319694921,0.519735942509002,619.0,1855.0,665.0,346.0,138.0,52.0,2298.0,1602.0,843.0,3095740.0,3095740.0,104.86,52.26,730.69,1026.0,137.94,462390.0,619.0,346.0,1855.0,3485.0,665.0,,,15.0,262.0,,843.0,1449.0,42680.0,1748.0,1602.0,3745.0,2963.0,2298.0,97.1,98.9,,23.1,,30.9,252.0,1.9,完成,完成,1.0,843.0,,11.0,3696.84,1143.98,10.87,3839.5,3.4,4.2,32.8,0.52,858433.0,2375.0,23240000.0,1505.0,0.6336842105263157,1025.75,,,,,,843.0,,6.5,,,,,728.0,3095740.0,-12.54,42680.0,,,,,,,,,,,,,,,148.9,,,,6.23,41.1,,1078.82,,3228.0,19119.59,11.0,1540.92,4.2,0.22,0.52,,10908660.0,1375450.0,18537020.0,2375.0,1505.0,1939.0,1143.98,3696.84,,1025.75,,,,0.3,4.0,2.5,665.0,290.0,15.25129982668978,2.3668639053254337,137.94,52.26,1026.0,18.53801169590643,2074.285714285714,1802.0689655172407,843.0,4.720496894409942,3095740.0,36.72289442467378,7.406984334203659,64.0392591804798,354.94736842105266,,13959.0,,8.49,,85010000.0,3250.69,8325.5,918.0,3954.0,24.19,0.03,,-3.9,486.0,105596.0,assessed,1.0,1.0,1.8999999999999984,0.0,28.0,0.3622282319694921,3095740.0,1314.0,216670502.0,186.0,660.0,378.0,654.0,171.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,662.0,142.0,542.0
2022,Jilin,吉林,binding,34.5,25.6,30.2,22.3,4.300000000000001,3.3000000000000007,1.0,1.0,4.8,1.8,12818.1,54279.0,2348.0,1689.1,4370.2,6758.7,3765.1,0.3409397648637473,0.5272778336883001,646.0,1855.0,1143.0,387.0,201.01,59.09,2312.0,1657.0,852.0,3262316.0,3262316.0,118.0,59.09,678.79,1057.0,201.01,541793.0,646.0,387.0,1855.0,4030.0,1143.0,,,3.0,559.0,,852.0,1451.0,43297.0,1743.0,1657.0,3442.0,2738.0,2312.0,95.2,98.2,22.25,,29.29,,294.0,4.3,完成,完成,1.0,852.0,,-2.4,4044.01,851.0,10.98,3528.8,18.8,5.2,35.8,0.52,926041.0,2348.0,23390000.0,1496.0,0.637137989778535,1056.89,,,,,,852.0,,6.5,,,,,730.0,3262316.0,5.38,43297.0,,,,,,,,,,,,,,,142.25,,,,5.51,42.7,,827.64,,3216.0,19992.29,-2.4,1014.84,5.2,0.22,0.52,,9328700.0,1605590.0,15100000.0,2348.0,1496.0,2097.0,851.0,4044.01,,,,,,0.3,2.2,1.3000000000000007,1141.0,321.0,71.8796992481203,11.849710982658967,201.01,59.09,1057.0,24.6073793755913,1761.7002629272567,1840.809968847352,852.0,1.067615658362997,3262316.0,38.290093896713614,-2.6261413877451734,66.46850937346409,362.8620102214651,,47688.4,,7.48,,814310000.0,9258.88,14901.37,20021.0,6337.0,15.8,,,9.1,718.9,73382.0,assessed,1.0,1.0,4.300000000000001,3.3000000000000007,30.2,0.3409397648637473,3262316.0,1314.0,204127602.0,1232.0,744.0,167.0,731.0,366.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,961.0,80.0,735.0
2023,Jilin,吉林,binding,38.5,31.4,31.3,23.5,7.199999999999999,7.899999999999999,1.0,1.0,4.0,2.9000000000000057,13531.2,57739.0,2339.0,1644.8,4585.0,7301.4,4089.9,0.3388465176776634,0.539597374955658,648.0,1890.0,1268.0,460.0,281.43,62.15,2364.0,1569.0,928.0,4010727.0,4010727.0,,,,,,533367.0,648.0,460.0,1890.0,4266.0,1268.0,,,39.0,246.0,,928.0,1480.0,43309.0,1418.0,1569.0,3617.0,2735.0,2364.0,96.0,97.1,,,,,,7.2,完成,完成,1.0,928.0,,0.3,4406.85,1074.84,11.05,3705.0,4.0,3.9,7.9,0.52,1036767.0,2339.0,23800000.0,1514.0,0.6472851646002565,1158.73,,98.46,716.69,,,928.0,,6.5,,,,,788.0,4010727.0,22.94,43309.0,,,,,,,,,,,,,,,151.3,,,,5.5,42.8,41.5,,,,,0.3,823.04,3.9,0.23,0.52,,8735750.0,1614420.0,14810000.0,2339.0,1514.0,2113.0,1074.84,4406.85,,1158.73,716.69,98.46,,0.3,1.1000000000000014,1.1999999999999993,1266.0,366.0,10.936132983377078,18.86304909560723,281.43,62.15,1159.0,29.64452113891285,2222.985781990521,1698.0874316939892,928.0,8.920187793427225,4010727.0,43.21904094827586,5.56322699932128,68.58223956485752,396.7507481829842,,5359.0,,0.63,,113890000.0,2027.51,3280.42,,1166.0,1.52,41.67,,14.3,239.8,141383.0,assessed,1.0,1.0,7.199999999999999,7.899999999999999,31.3,0.3388465176776634,4010727.0,1558.0,211589173.0,584.0,391.0,191.0,332.0,705.0,,,,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,806.0,134.0,523.0
2024,Jilin,吉林,binding,39.8,31.6,38.5,30.0,1.2999999999999972,1.6000000000000014,1.0,1.0,6.400000000000006,2.5,14361.2,61689.0,2317.0,1589.8,4577.6,8193.8,4232.1,0.3187477369579143,0.5705512074199927,649.0,1891.0,1573.0,583.0,306.56,71.74,2160.0,1469.0,950.0,4002697.0,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,97.5,25.2,,32.3,,,1.3,完成,完成,1.0,950.0,,0.7,4672.93,1191.39,,,,,,,,2317.0,24790000.0,,,1179.62,,124.78,676.54,,,950.0,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,640.53,,,,,9779900.0,1693590.0,14980000.0,2317.0,,,1191.39,4672.93,,1179.62,676.54,124.78,,0.3,7.199999999999999,6.5,1571.0,407.0,24.053627760252372,26.7391304347826,306.56,71.74,1180.0,32.059322033898304,1951.368555060471,1762.6535626535626,950.0,2.37068965517242,4002697.0,42.13365263157895,6.133971857632736,66.15046096426482,410.0129477772982,,,,,,34970000.0,2193.23,6863.09,,,,0.2,,,,,assessed,1.0,1.0,1.2999999999999972,1.6000000000000014,38.5,0.3187477369579143,4002697.0,1558.0,211007968.0,1087.0,438.0,42.0,353.0,318.0,,,38.5,,,main,,,,,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,1226.0,126.0,663.0
2025,Jilin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,80.0,39.6,39.0,39.0,out_of_sample_extension,39.0,39.0,30.0,30.0,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,,,
