year,province_en,province_cn,assessment_status,actual_total_rate,actual_nonhydro_rate,total_weight_binding,nonhydro_weight_binding,total_gap,nonhydro_gap,met_total,met_nonhydro,wind_curtailment_pct,solar_curtailment_pct,gdp,gdp_per_capita,population_year_end,primary_industry,secondary_industry,tertiary_industry,retail_sales,secondary_industry_share,tertiary_industry_share,hydro_capacity,thermal_capacity,wind_capacity,solar_capacity,wind_generation,solar_generation,wind_util_hours,solar_util_hours,total_electricity_consumption,interprovincial_export,cross_province_outflow_gwh_cross_province_outflow,electricity_generation_gwh_hydro,electricity_generation_gwh_solar,electricity_generation_gwh_thermal,electricity_generation_gwh_total,electricity_generation_gwh_wind,grid_investment_million_yuan_grid,installed_capacity_mw_hydro,installed_capacity_mw_solar,installed_capacity_mw_thermal,installed_capacity_mw_total,installed_capacity_mw_wind,line_loss_rate_pct_grid_company,new_generation_capacity_mw_solar,new_generation_capacity_mw_thermal,new_generation_capacity_mw_total,new_generation_capacity_mw_wind,total_electricity_consumption_gwh_total,transformer_capacity_35kv_plus_mva_35kv_plus_total,transmission_line_length_35kv_plus_km_35kv_plus,utilization_hours_hydro,utilization_hours_solar,utilization_hours_thermal,utilization_hours_total,utilization_hours_wind,wind_utilization_rate,solar_utilization_rate,nonhydro_weight_expected,nonhydro_weight_incentive,total_weight_expected,total_weight_incentive,actual_total_qty,total_exceed,total_target_status,nonhydro_target_status,assessed,electricity_consumption_macro,energy_industry_investment,fa_investment_growth,fiscal_expenditure,fiscal_revenue,highway_mileage,industrial_value_added,infra_investment_growth,manufacturing_investment_growth,power_investment_growth,railway_mileage,rd_expenditure,resident_population,total_import_export,urban_population,urbanization_rate,total_generation_macro,state_power_invest_macro,hydro_generation_macro,thermal_generation_macro,coal_consumption_macro,power_steam_hotwater_invest_macro,electricity_consumption_macro2,energy_industry_invest_macro,delta_target_pp,distributed_solar_capacity_mw,line_loss_amount_gwh,line_loss_rate_pct_yb,power_sales_gwh,power_supply_gwh,cross_province_export_gwh,cross_province_export_growth,transmission_line_35kv_plus_circuit_km,transmission_line_35kv_plus_pole_km,transformer_35kv_plus_total_mva,transformer_35kv_plus_self_mva,transformer_35kv_plus_station_mva,new_capacity_total_mw,new_capacity_hydro_mw,new_capacity_thermal_mw,new_capacity_wind_mw,new_capacity_solar_mw,power_invest_total_million_yuan,power_invest_hydro_million_yuan,power_invest_thermal_million_yuan,power_invest_planned_completion_million_yuan,power_invest_cumulative_million_yuan,coal_consumption_rate_g_kwh,util_hours_wind_6000kw,util_hours_hydro_6000kw,util_hours_thermal_6000kw,so2_emission_10k_tons,green_coverage_pct,forest_coverage_pct,above_scale_industrial_profit,above_scale_industrial_revenue,above_scale_industrial_enterprise_num,above_scale_industrial_assets,fixed_asset_investment,real_estate_investment,manufacturing_investment,highway_mileage_macro,railway_mileage_macro,post_telecom_business_volume,total_import_export_macro,export_total,import_total,resident_population_macro,urban_population_macro,population_density,fiscal_revenue_macro,fiscal_expenditure_macro,energy_intensity,total_generation_macro2,thermal_generation_macro2,hydro_generation_macro2,coal_consumption_macro2,nonhydro_weight_binding_2025,delta_total_target,delta_nonhydro_target,wind_capacity_mw,solar_capacity_mw,wind_cap_growth_pct,solar_cap_growth_pct,wind_generation_twh,solar_generation_twh,total_generation_twh,re_share_of_generation,wind_utilization_hours,solar_utilization_hours,total_consumption_twh,consumption_growth_pct,cross_provincial_export_mwkwh,export_ratio_pct,gdp_growth_pct,electricity_intensity,per_capita_consumption,energy_fixed_invest_100myuan,industrial_value_added_100myuan,coal_consumption_10kton,so2_emission_ton,wastewater_emission_10kton,total_trade_1000usd,fiscal_revenue_100myuan,fiscal_expenditure_100myuan,foreign_investment_100myuan,urban_population_10k,highway_km,natural_gas_consumption,power_sector_invest_100myuan,power_invest_growth_pct,pollution_control_invest,pollution_control_invest_10kyuan,v4_assessment_status,v4_met_total,v4_met_nonhydro,v4_total_gap,v4_nonhydro_gap,v4_total_weight_binding,v4_secondary_industry_share,yb_cross_region_outflow_gwh,yb_heat_supply_capacity_mw,yb_heat_supply_gj,yb_new_transmission_line_110kv_km,yb_power_project_construction_scale_mw,yb_power_project_new_started_mw,yb_power_project_under_construction_mw,yb_transformer_capacity_110kv_mva,green_power_pct_cement,green_power_pct_data_center,green_power_pct_electrolytic_aluminum,green_power_pct_polysilicon,green_power_pct_steel,sample_scope,rps_total_weight_binding,rps_total_weight_expected,rps_nonhydro_weight_binding,rps_nonhydro_weight_expected,solar_cf_mean,solar_cf_cv,wind_cf_mean,wind_cf_cv,delta_target_i,yb_power_project_construction_scale_cap10kw,yb_power_project_new_started_cap10kw,yb_power_project_under_construction_cap10kw
2018,Shanghai,上海,binding,32.1,3.3,31.5,2.5,,,0.0,0.0,0.0,0.0,36011.8,145767.0,2475.0,104.8,10360.8,25546.3,14874.8,0.2877056964661583,0.7093869231751814,,2365.0,71.0,89.0,18.0,6.0,2489.0,946.0,1567.0,1453069.0,1453069.0,,6.0,833.0,857.0,18.0,1650579.0,,89.0,2365.0,2525.0,71.0,5.3,32.0,96.0,128.0,,1567.0,1879.0,10097.0,,946.0,3571.0,3527.0,2489.0,,,,2.8,,34.9,503.23,0.6,完成,完成,1.0,1566.66,,5.2,8351.54,7108.15,1.31,9763.5,-0.2,14.8,28.0,0.05,5548768.0,2475.0,515679700.0,2206.0,0.8913131313131313,839.7,,,823.75,4420.62,,1566.66,,2.0,43.5,74.0,5.3,1326.0,1400.0,1453069.0,22.74,10097.0,7219.0,1879.0,901.0,227.0,128.0,,96.0,,32.0,355004.0,,178004.0,332595.0,741474.0,148.39999999999998,2489.0,,3571.0,1.11,36.2,14.0,3338.4,38445.7,8130.0,42661.8,5.2,4033.18,14.8,0.05,0.05,,332613672.0,134399288.0,304840596.0,2475.0,2206.0,3823.0,7108.15,8351.54,,839.7,823.75,,4420.62,0.107,,,598.0,215.0,0.0,53.448275862068975,125.0,20.0,215.0,67.44186046511628,2090.3010033444816,930.2325581395348,974.0,2.6195153896529044,1603410.0,16.46211498973306,9.375246772968882,27.046690251528663,393.5353535353535,,9088.1,19396.0,14.72,,53304882.0,2243.14,5302.44,,2345.0,17.71,444.48,,-16.7,243.4,167776.0,assessed,,,,,,0.2877056964661583,1453069.0,521.0,58210760.0,958.0,35.0,29.0,32.0,1058.0,,,,,,main,,,,,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,,,
2019,Shanghai,上海,binding,34.5,4.2,32.0,3.0,,,0.0,0.0,0.0,0.0,37987.6,153299.0,2481.0,107.1,10193.6,27686.9,15469.0,0.2683401952215986,0.7288404637302699,,2475.0,81.0,109.0,17.0,8.0,2065.0,867.0,1569.0,1377287.0,1377287.0,,8.0,812.0,837.0,17.0,1148080.0,,109.0,2475.0,2664.0,81.0,2.23,20.0,114.0,146.0,11.0,1569.0,1932.0,10308.0,,867.0,3253.0,3206.0,2065.0,,,,3.3,,35.2,542.0,2.5,完成,完成,1.0,1569.0,,5.1,8179.28,7165.1,1.3,9565.1,-0.9,21.1,-17.9,0.05,5906504.0,2481.0,493905026.0,2214.0,0.8923821039903265,822.13,,,797.45,4238.28,,1569.0,,2.0,54.5,31.0,2.23,1380.0,1411.0,1377287.0,-5.22,10308.0,7393.0,1932.0,939.0,242.0,146.0,,114.0,11.0,20.0,110775.0,,42878.0,110775.0,512772.0,143.8,2065.0,,3253.0,0.75,36.8,,2927.07,,8776.0,45509.56,5.1,4231.38,21.1,0.06,0.05,,316694516.0,123670265.0,303602781.0,2481.0,2214.0,3830.0,7165.1,8179.28,,822.13,797.45,,4238.28,0.107,,,611.0,274.0,14.084507042253524,22.47191011235956,140.0,32.0,274.0,62.77372262773723,2291.3256955810148,1167.883211678832,996.0,0.12763241863433805,2085447.0,20.938222891566262,5.48653496909346,26.21908201623688,401.4510278113664,,39141.8,16834.0,12.04,,1036626724.0,12654.53,17297.85,19633.0,9073.0,22.03,112.08,,31.2,360.6,317016.0,assessed,,,,,,0.2683401952215986,1377287.0,615.0,62079242.0,432.0,35.0,2.0,32.0,659.0,,,,,,main,,,,,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,,,
2020,Shanghai,上海,binding,35.6,4.8,32.5,4.0,,,0.0,0.0,0.0,0.0,38963.3,156803.0,2488.0,107.7,10258.6,28597.1,15189.2,0.2632887871407195,0.7339496397892374,,2450.0,82.0,137.0,19.0,10.0,2289.0,861.0,1576.0,1141226.0,1141226.0,,10.0,835.0,864.0,19.0,1000064.0,,137.0,2450.0,2669.0,82.0,4.29,28.0,1.0,30.0,1.0,1576.0,1979.0,10322.0,,861.0,3411.0,3357.0,2289.0,,,,4.4,,36.3,561.0,3.1,完成,完成,1.0,1576.0,,10.3,8102.11,7046.3,1.29,9625.5,-1.4,20.6,-4.6,0.05,6350087.0,2488.0,503831363.0,2222.0,0.8930868167202572,861.74,,,832.98,,,1576.0,,2.0,63.0,61.0,4.29,1356.0,1416.0,1141226.0,-17.14,10322.0,7140.0,1979.0,970.0,254.0,30.0,,1.0,1.0,28.0,177699.0,,137187.0,256778.0,698956.0,146.60000000000002,2289.0,,3411.0,0.54,37.3,,2882.67,,8804.0,49569.73,10.3,4698.75,20.6,0.05,0.05,,325290425.0,119145925.0,311514987.0,2488.0,2222.0,3830.0,7046.3,8102.11,,861.74,832.98,,,0.107,,,82.0,28.0,1.2345679012345734,25.688073394495415,18.93,9.83,862.0,,,,1576.0,0.44614404079030834,1141226.0,,2.5684697111689303,40.44831931586904,633.4405144694534,,22627.8,,5.15,,488542806.0,7248.24,10082.01,16967.0,4668.0,12.31,0.0,,28.2,255.2,505097.0,assessed,1.0,1.0,3.1000000000000014,0.7999999999999998,32.5,0.2632887871407195,1141226.0,836.0,63437855.0,182.0,2.0,2.0,2.0,363.0,,,,,,main,,,,,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,160.0,132.0,160.0
2021,Shanghai,上海,binding,31.9,5.2,31.5,4.0,,,0.0,0.0,0.0,0.0,43653.2,175420.0,2489.0,96.1,11366.7,32190.4,16818.3,0.2603864092437668,0.7374121484793784,,2510.0,107.0,168.0,18.0,15.0,2189.0,1171.0,1750.0,906399.0,906399.0,,15.35,969.37,1003.0,18.34,923815.0,,168.0,2510.0,2786.0,107.0,,,60.0,117.0,,1750.0,2567.0,10507.0,,1171.0,3951.0,3860.0,2189.0,100.0,100.0,,4.4,,35.0,558.0,0.4,完成,完成,1.0,1750.0,,8.0,8430.86,7771.8,1.31,10676.7,-0.6,7.8,10.3,0.05,6983293.0,2489.0,628520000.0,2223.0,0.8931297709923665,1003.06,,,,,,1750.0,,2.0,,,,,1572.0,906399.0,-20.58,10507.0,,,,,,,,,,,,,,,148.75,,,,0.58,37.7,,3164.63,,9309.0,53642.41,8.0,5035.18,7.8,0.05,0.05,,387452940.0,141044640.0,402083965.0,2489.0,2223.0,3926.0,7771.8,8430.86,,1003.06,,,,0.107,-1.0,0.0,107.0,35.0,30.487804878048784,22.62773722627738,18.34,15.35,1003.0,3.358923230309072,1714.018691588785,4385.714285714285,1750.0,11.040609137055846,906399.0,5.179422857142857,12.03671146951104,40.08869911025996,703.0936118923262,,14132.3,,17.07,,82610000.0,4167.62,8848.21,1863.0,4554.0,20.72,5.28,,-6.5,244.0,95548.0,assessed,1.0,1.0,0.3999999999999986,1.2000000000000002,31.5,0.2603864092437668,906399.0,836.0,61130359.0,297.0,48.0,32.0,41.0,368.0,,,,,,main,,,,,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,322.0,127.0,322.0
2022,Shanghai,上海,binding,29.8,6.0,29.8,5.2,0.0,0.7999999999999998,1.0,1.0,0.0,0.0,44809.1,180536.0,2475.0,100.0,11407.2,33302.0,14918.2,0.2545732898005093,0.7431972523438319,,2528.0,107.0,195.0,24.56,17.82,2296.0,1221.0,1746.0,603981.0,603981.0,,17.82,912.6,955.0,24.56,968169.0,,195.0,2528.0,2830.0,107.0,,,93.0,119.0,,1746.0,2686.0,10496.0,,1221.0,3627.0,3541.0,2296.0,100.0,100.0,5.25,,32.45,,520.0,0.0,完成,完成,1.0,1746.0,,-1.0,9393.0,7608.0,1.3,10736.9,-8.2,2.1,-7.2,0.05,7659941.0,2475.0,625850000.0,2211.0,0.8933333333333333,954.97,,,,,,1746.0,,2.0,,,,,1571.0,603981.0,-33.36,10496.0,,,,,,,,,,,,,,,151.65,,,,0.67,38.1,,2545.31,,9432.0,56317.54,-1.0,4979.54,2.1,0.05,0.05,,382647440.0,140452720.0,393240000.0,2475.0,2211.0,3905.0,7608.0,9393.0,,,,,,0.107,-1.6999999999999993,1.2000000000000002,107.0,36.0,0.0,16.07142857142858,24.56,17.82,955.0,4.437696335078534,2295.3271028037384,4950.0,1746.0,-0.22857142857143353,603981.0,3.459226804123712,2.64791584580284,38.96529945926162,705.4545454545455,,214.9,,0.27,,690000.0,179.63,2592.98,50.0,136.0,12.09,,,40.2,871.2,,assessed,1.0,1.0,0.0,0.7999999999999998,29.8,0.2545732898005093,603981.0,828.0,54169612.0,444.0,232.0,230.0,232.0,665.0,,,,,,main,,,,,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,203.0,21.0,203.0
2023,Shanghai,上海,binding,30.3,7.5,30.0,6.0,0.3000000000000007,1.5,1.0,1.0,0.0,0.0,47218.7,190321.0,2487.0,96.1,11613.0,35509.6,16385.8,0.2459406972237694,0.7520240921499322,,2557.0,107.0,289.0,24.06,23.45,2249.0,1131.0,1849.0,425587.0,425587.0,,,,,,1036527.0,,289.0,2557.0,2954.0,107.0,,,154.0,249.0,,1849.0,2763.0,10537.0,,1131.0,3764.0,3658.0,2249.0,100.0,100.0,,,,,,0.3,完成,完成,1.0,1849.0,,13.8,9638.51,8312.5,1.3,10846.2,4.2,6.7,-8.6,0.05,8110336.0,2487.0,599220000.0,2225.0,0.8946521913952553,1006.63,,,959.05,,,1849.0,,2.0,,,,,1668.0,425587.0,-29.54,10537.0,,,,,,,,,,,,,,,145.6,,,,0.64,37.8,14.0,,,,,13.8,6062.04,6.7,0.05,0.05,,351603960.0,124451790.0,376230000.0,2487.0,2225.0,3923.0,8312.5,9638.51,,1006.63,959.05,,,0.107,0.1999999999999993,0.7999999999999998,107.0,54.0,0.0,48.20512820512821,24.06,23.45,1007.0,4.717974180734856,2248.598130841121,4342.592592592592,1849.0,5.899198167239406,425587.0,2.3017144402379666,5.377479128123519,39.15821485979072,743.4660233212707,,14567.1,,6.53,,87980000.0,3360.51,9581.12,,4017.0,24.28,0.04,,33.3,469.0,78664.0,assessed,1.0,1.0,0.3000000000000007,1.5,30.0,0.2459406972237694,425587.0,928.0,51000942.0,423.0,302.0,298.0,300.0,1077.0,,,,,,main,,,,,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,370.0,20.0,258.0
2024,Shanghai,上海,binding,31.3,8.8,31.3,8.0,0.0,0.8000000000000007,1.0,1.0,0.0,0.0,53926.7,217140.0,2480.0,99.7,11637.6,42189.4,15872.3,0.2158040451205062,0.7823471490004025,,2542.0,107.0,411.0,25.55,35.09,2396.0,1178.0,1984.0,508823.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,7.7,,31.0,,,0.0,完成,完成,1.0,1984.0,,4.8,9874.84,8374.17,,,,,,,,2480.0,599920000.0,,,1078.02,,,1017.26,,,1984.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6228.91,,,,,334243060.0,120926740.0,370920000.0,2480.0,,,8374.17,9874.84,,1078.02,1017.26,,,0.107,1.3000000000000007,2.0,107.0,45.0,0.0,42.214532871972324,25.55,35.09,1078.0,5.625231910946197,2387.85046728972,7797.777777777779,1984.0,7.3012439156300735,508823.0,2.5646320564516127,14.206236088668266,36.79068068322371,800.0,,,,,,789470000.0,10038.16,15293.91,,,,1.38,,,,,assessed,1.0,1.0,0.0,0.8000000000000007,31.3,0.2158040451205062,508823.0,1410.0,48570136.0,175.0,45.0,45.0,45.0,128.0,,,31.3,,,main,,,,,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,134.0,12.0,132.0
2025,Shanghai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,80.0,32.4,33.1,33.1,out_of_sample_extension,33.1,33.1,10.7,10.7,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,,,
2026,Shanghai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,80.0,34.1,34.1,34.1,out_of_sample_extension,,34.1,,12.4,50.58214062801667,1.42348321742488,241.15040328695216,0.8338111603826259,2.0,,,
2015,Shanxi,,pre_rps,8.8,7.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0,17803.3,13826.0,53.78,433822.0,346783826.0,4809.94,6645.98,12291.0,3969.0,11.8,,482.0,,336.9,586017.0,,,,,,,,,,,,,,,,,,,,,main,,,,,515.903188717773,1.341195375184226,1222.8333919337,1.0451067609174782,5.0,,,
2016,Shanxi,,pre_rps,12.1,10.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.54,10755.9,28106.0,55.18,288795.0,46675380.0,2849.87,6049.53,1542.0,3973.0,18.84,7.78,502.3,,245.2,248465.0,,,,,,,,8020671.0,3734.0,153220872.0,1257.0,1150.0,295.0,1149.0,1055.0,,,,,,main,,,,,515.903188717773,1.341195375184226,1222.8333919337,1.0451067609174782,5.0,,,
2017,Shanxi,山西,pre-rps,14.1,12.0,,,,,,,,,14484.3,41242.0,3510.0,719.2,6635.3,7129.8,6058.5,0.4581029114282361,0.4922433255317827,244.0,6366.0,872.0,590.0,165.0,56.0,1992.0,1374.0,1991.0,9344846.0,9344846.0,42.0,56.0,2503.0,2766.0,165.0,842368.0,244.0,590.0,6366.0,8073.0,872.0,5.89,280.0,46.0,423.0,96.0,1991.0,2822.0,71853.0,1721.0,1374.0,3996.0,3584.0,1992.0,,,,,,,280.0,,,,,1990.61,1182.02,6.3,3756.42,1867.0,14.29,5887.3,,,,0.53,1122323.0,3510.0,17186875.0,2057.0,0.586039886039886,2823.94,202.0,42.22,2589.12,42942.29,730.19,1990.61,1182.02,5.0,,95.0,5.89,1513.0,1608.0,9344846.0,16.51,71853.0,67475.0,2822.0,1449.0,650.0,423.0,,46.0,96.0,280.0,866505.0,,97103.0,1064471.0,2176372.0,159.9,1992.0,1721.0,3996.0,34.12,40.6,20.5,1031.59,17852.4,3835.0,35714.23,6.3,1166.28,,0.26,0.53,655.4,10172837.0,6159772.0,6932558.0,3510.0,2057.0,3454.0,1867.0,3756.42,,2823.94,2589.12,42.22,42942.29,0.281,,,1181.0,868.0,,,263.0,77.0,868.0,39.1705069124424,2226.92633361558,887.0967741935484,3442.0,,4363207.0,12.67637129575828,,237.6366134366176,980.6267806267806,205.0,110.1,,0.3,,863450.0,185.83,1681.94,32.0,116.0,8.93,,205.0,,940.8,694.0,assessed,,,,,,0.4581029114282361,9344846.0,3690.0,180401756.0,1959.0,1171.0,521.0,1105.0,1164.0,,,,,,main,,,,,515.903188717773,1.341195375184226,1222.8333919337,1.0451067609174782,5.0,,,
2018,Shanxi,山西,binding,16.4,14.5,15.0,12.5,,,0.0,0.0,1.1,0.0,15958.1,45517.0,3502.0,740.8,7074.5,8142.9,6523.3,0.4433171868831502,0.5102675130497991,223.0,6628.0,1043.0,864.0,212.0,94.0,2196.0,1265.0,2161.0,11061722.0,11061722.0,43.0,94.0,2739.0,3088.0,212.0,982932.0,223.0,864.0,6628.0,8758.0,1043.0,5.68,329.0,297.0,822.0,196.0,2161.0,2856.0,76998.0,1850.0,1265.0,4318.0,3758.0,2196.0,,,,13.8,,16.5,355.25,1.4,完成,完成,1.0,2160.53,,5.7,4283.91,2292.7,14.33,6260.2,16.8,14.6,5.9,0.54,1312531.0,3502.0,20762372.0,2096.0,0.5985151342090235,3180.52,,43.18,2853.44,48940.14,,2160.53,,5.0,98.5,100.0,5.68,1658.0,1758.0,11061722.0,18.37,76998.0,63582.0,2856.0,1458.0,745.0,822.0,,297.0,196.0,329.0,524306.0,,39981.0,434162.0,1535445.0,161.0,2196.0,1850.0,4318.0,28.19,41.3,20.5,1355.9,19252.1,3875.0,37707.0,5.7,1376.59,14.6,0.27,0.54,,12221365.0,7713630.0,8146419.0,3502.0,2096.0,3514.0,2292.7,4283.91,,3180.52,2853.44,43.18,48940.14,0.281,,,1391.0,1234.0,19.610091743119273,46.440677966101696,283.0,126.0,1234.0,33.14424635332253,2034.50754852624,1021.0696920583468,3666.0,8.538422903063791,4375859.0,11.936331151118384,10.175155168009509,229.72659652464893,1046.8303826384922,,10785.6,10922.0,22.94,,46474201.0,2860.84,7479.61,,3722.0,24.01,,,14.4,489.9,70505.0,assessed,,,,,,0.4433171868831502,11061722.0,3969.0,217399791.0,1205.0,965.0,216.0,899.0,363.0,,,,,,main,,,,,515.903188717773,1.341195375184226,1222.8333919337,1.0451067609174782,5.0,,,
2019,Shanxi,山西,binding,18.4,16.2,15.5,13.5,,,0.0,0.0,1.1,0.0,16961.6,48469.0,3497.0,825.3,7466.3,8670.0,6942.8,0.4401884256202245,0.5111546080558438,223.0,6687.0,1251.0,1088.0,224.0,128.0,1918.0,1307.0,2262.0,12652078.0,12652078.0,49.0,128.0,2852.0,3253.0,224.0,1071603.0,223.0,1088.0,6687.0,9249.0,1251.0,5.5,158.0,72.0,445.0,214.0,2262.0,2895.0,79269.0,2247.0,1307.0,4426.0,3740.0,1918.0,,,,14.9,,17.1,417.0,2.9,完成,完成,1.0,2262.0,,9.3,4710.76,2347.75,14.43,6582.7,13.9,0.1,4.1,0.59,1380813.0,3497.0,20981625.0,2143.0,0.6128109808407206,3361.67,,49.07,2960.8,51331.61,,2262.0,,5.0,128.0,103.0,5.5,1769.0,1872.0,12652078.0,14.38,79269.0,72492.0,2895.0,1472.0,809.0,445.0,,72.0,214.0,158.0,838833.0,,27061.0,694739.0,2282991.0,161.7,1918.0,2247.0,4426.0,22.86,42.3,,1164.69,,4798.0,41560.27,9.3,1656.5,0.1,0.28,0.59,,11925126.0,7292896.0,8125077.0,3497.0,2143.0,3804.0,2347.75,4710.76,,3361.67,2960.8,49.07,51331.61,0.281,,,1639.0,1474.0,19.94247363374879,25.92592592592593,318.0,176.0,1474.0,33.51424694708277,1940.207443563148,1194.0298507462687,3856.0,4.673762147154092,4877294.0,12.648584024896264,6.288342597176344,227.33704367512505,1102.6594223620243,,37225.7,24902.0,28.46,,629515934.0,8802.36,12573.55,18130.0,6137.0,15.99,12.19,,-5.1,768.1,599923.0,assessed,,,,,,0.4401884256202245,12652078.0,3925.0,248934953.0,1379.0,1088.0,469.0,939.0,485.0,,,,,,main,,,,,515.903188717773,1.341195375184226,1222.8333919337,1.0451067609174782,5.0,,,
2020,Shanxi,山西,binding,18.8,16.8,17.0,16.0,,,0.0,0.0,3.0,3.0,17835.6,51051.0,3490.0,1166.6,7703.2,8965.8,6582.9,0.4319002444549104,0.5026912467200431,223.0,6878.0,1974.0,1309.0,266.0,159.0,1680.0,1277.0,2342.0,11154399.0,11154399.0,47.0,159.0,2924.0,3395.0,266.0,1324875.0,223.0,1309.0,6878.0,10383.0,1974.0,5.19,220.0,284.0,1225.0,720.0,2342.0,2950.0,86612.0,2142.0,1277.0,4403.0,3557.0,1680.0,,,,17.6,,18.8,440.0,1.8,完成,完成,1.0,2342.0,,10.6,5110.87,2296.57,14.43,6768.5,-1.6,25.9,20.4,0.63,1561790.0,3490.0,21842015.0,2182.0,0.625214899713467,3503.54,,46.76,3032.5,,,2342.0,,5.0,155.5,100.0,5.19,1817.0,1916.0,11154399.0,5.27,86612.0,78353.0,2950.0,1504.0,950.0,1225.0,0.1,284.0,720.0,220.0,2063158.0,53934.0,218824.0,1735978.0,5457344.0,154.6,1680.0,2142.0,4403.0,16.05,43.9,,1086.28,,5480.0,49185.03,10.6,1830.36,25.9,0.29,0.63,,12630438.0,8362096.0,7772058.0,3490.0,2182.0,4015.0,2296.57,5110.87,,3503.54,3032.5,46.76,,0.281,,,1974.0,1033.0,57.793764988009585,20.3125,265.66,158.63,3504.0,,,,2342.0,3.536693191865603,11154399.0,,5.152815772096964,131.310412882101,671.0601719197708,,4296.4,,1.02,,106321816.0,1923.11,3151.35,3869.0,1175.0,1.64,36.31,,8.3,200.6,74511.0,assessed,1.0,1.0,1.8000000000000007,0.8000000000000007,17.0,0.4319002444549104,11154399.0,3999.0,278214505.0,2740.0,1004.0,463.0,922.0,688.0,,,,,,main,,,,,515.903188717773,1.341195375184226,1222.8333919337,1.0451067609174782,5.0,1602.0,411.0,1585.0
2021,Shanxi,山西,binding,24.9,23.4,20.0,19.0,,,0.0,0.0,2.5,0.9,22870.4,65625.0,3480.0,1286.9,11578.1,10005.4,7462.8,0.5062482510144116,0.4374825101441164,224.0,7533.0,2123.0,1458.0,469.0,189.0,2348.0,1345.0,2608.0,12924738.0,12924738.0,38.54,189.5,3229.0,3926.0,469.11,1064315.0,224.0,1458.0,7533.0,11338.0,2123.0,,,655.0,953.0,,2608.0,2995.0,88415.0,1706.0,1345.0,4364.0,3601.0,2348.0,97.5,99.1,,20.9,,22.0,649.0,4.9,完成,完成,1.0,2608.0,,8.7,5046.62,2834.47,14.46,10543.6,8.2,24.5,-25.0,0.63,1862448.0,3480.0,32960000.0,2207.0,0.6341954022988506,3926.16,,,,,,2608.0,,5.0,,,,,2167.0,12924738.0,16.5,88415.0,,,,,,,,,,,,,,,158.65,,,,14.7,43.7,,3072.48,,6859.0,57084.36,8.7,1945.23,24.5,0.28,0.63,,16434890.0,12928160.0,11441941.0,3480.0,2207.0,4150.0,2834.47,5046.62,,3926.16,,,,0.281,3.0,3.0,2123.0,1106.0,7.548125633232017,11.382734912146674,469.11,189.5,3926.0,16.77559857361182,2209.6561469618464,1713.381555153707,2608.0,11.357813834329633,12924738.0,49.558044478527606,28.22893538765168,114.03386036099062,749.4252873563219,,6555.8,,17.31,,45800000.0,2278.29,6634.36,1193.0,2394.0,30.09,,,7.3,340.6,71485.0,assessed,1.0,1.0,4.899999999999999,4.399999999999999,20.0,0.5062482510144116,12924738.0,4258.0,274449325.0,1691.0,657.0,360.0,593.0,1697.0,,,,,,main,,,,,515.903188717773,1.341195375184226,1222.8333919337,1.0451067609174782,5.0,1675.0,155.0,1656.0
